회사명,제목,공고링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보,가까운역,설립일,대표자명,업종,재무정보
경북대학교,[상주캠퍼스] 행정지원부 계약직원 등(조경관리) 채용,https://www.saramin.co.krundefined,경북 상주시,경력무관 · 계약직,학력무관,신입,~ 01/15(수),"Javascript, 프론트엔드, 웹개발, 백엔드/서버개발, TypeScript",면접 후 협의,수인분당신분당정자역 도보 3분 이내,2001년 04월 02일                                (업력 24년차),윤명진,유선 온라인 게임 소프트웨어 개발 및 공급업,"매출액 8,813.4억, 영업이익: 6,708.7억 (2023년 기준))"
(주)마크로젠,㈜마크로젠 Oligo기술서비스부 인턴 (정규직 전환형) 채용,https://www.saramin.co.krundefined,서울 금천구 외,신입 · 인턴직,대학교(4년)↑,신입,~ 01/15(수),"Javascript, 프론트엔드, 웹개발, 백엔드/서버개발, TypeScript",면접 후 협의,에버라인어정역 도보 15분 이내,2005년 10월 11일                                (업력 20년차),강대현/김정욱,유선 온라인 게임 소프트웨어 개발 및 공급업,"매출액: 2.9조, 영업이익: 8,055.2억 (2023년 기준))"
경북대학교,[상주캠퍼스] 행정지원부 계약직원 등(냉난방운전) 채용,https://www.saramin.co.krundefined,경북 상주시,경력무관 · 계약직,학력무관,신입,채용시,"Javascript, 프론트엔드, React, ReactJS, Redux",면접 후 협의,1상무역 도보 4분 이내,2002년 02월 22일                                (업력 23년차),허주환,응용 소프트웨어 개발 및 공급업,"매출액: 1,230.5억, 영업이익: 340.4억 (2023년 기준))"
(재)우체국물류지원단,기간제(사무보조직) 채용 공고,https://www.saramin.co.krundefined,서울 광진구,경력무관 · 계약직,학력무관,신입,채용시,"Javascript, 프론트엔드, Java, CSS, 솔루션",면접 후 협의,9공항마곡나루역 도보 4분 이내,2000년 04월 10일                                (업력 25년차),김윤구,응용 소프트웨어 개발 및 공급업,-
(재)성남문화재단,성남아트센터 어린이놀이방 보육교사(기간제 근로자) 채용,https://www.saramin.co.krundefined,경기 성남시 분당구,경력무관 · 계약직,학력무관,신입,~ 12/28(토),"Javascript, HTML, CSS3, Git, 소프트웨어개발",면접 후 협의,17가산디지털단지역 도보 4분 이내,2010년 07월 20일                                (업력 15년차),권기수/장윤중,응용 소프트웨어 개발 및 공급업,"매출액: 1.3조, 영업이익: 416.4억 (2023년 기준))"
재단법인 군위문화관광재단,2025년도 청년일자리 채용 재공고(운영팀),https://www.saramin.co.krundefined,대구 군위군,경력무관 · 계약직,학력무관,신입,~ 12/28(토),"Javascript, 클라이언트, 소프트웨어개발",면접 후 협의,7청담역 도보 12분 이내,1997년 03월 11일                                (업력 28년차),김택진/박병무,유선 온라인 게임 소프트웨어 개발 및 공급업,-
(재)우체국물류지원단,광주지사 기간제(사무직) 채용 공고,https://www.saramin.co.krundefined,광주 광산구,경력무관 · 계약직,학력무관,신입,~ 01/16(목),"프론트엔드, 퍼블리셔, 소프트웨어개발",면접 후 협의,12시청역 도보 3분 이내,2002년 03월 06일                                (업력 23년차),배현섭,응용 소프트웨어 개발 및 공급업,-
현대아이에프씨(주),현대 IFC (현대제철 자회사)  영업 신입/경력직 채용,https://www.saramin.co.krundefined,전남 순천시,신입 · 경력 · 정규직,대학교(4년)↑,신입,~ 01/02(목),"Javascript, 웹개발, React, HTML, TypeScript",면접 후 협의,6경의중앙효창공원앞역 도보 7분 이내,2013년 08월 01일                                (업력 12년차),정우진,유선 온라인 게임 소프트웨어 개발 및 공급업,-
(재)우체국물류지원단,광주지사 전주사업소 기간제(운전직) 채용 공고,https://www.saramin.co.krundefined,전북 완주군,경력무관 · 계약직,학력무관,신입,~ 01/12(일),"Java, CSS, HTML, 기술지원, 유지보수",면접 후 협의,3신분당양재역 도보 12분 이내,2007년 03월 26일                                (업력 18년차),김창한,게임 소프트웨어 개발 및 공급업,-
국립농산물품질관리원,제주지원 채용공고(농업경영체 등록 공무직),https://www.saramin.co.krundefined,제주 제주시 외,경력무관 · 정규직 외,학력무관,신입,~ 12/22(일),"Java, CSS, HTML, 웹디자인, UI/UX디자인",면접 후 협의,3대청역 도보 1분 이내,2008년 05월 23일                                (업력 17년차),강창석,응용 소프트웨어 개발 및 공급업,"매출액: 606.8억, 영업이익: 76.9억 (2023년 기준)"
(주)수성엔지니어링,(주)수성엔지니어링 미래전략실 신입사원 정규직 모집,https://www.saramin.co.krundefined,서울 송파구,신입 · 정규직,대학교(4년)↑,신입,~ 12/23(월),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,3신분당양재역 도보 7분 이내,2016년 07월 27일                                (업력 9년차),박정신,응용 소프트웨어 개발 및 공급업,"매출액: 792.3억, 영업이익 90.6억 (2023년 기준)"
재단법인 군위문화관광재단,2025년도 청년일자리 채용 재공고(경영기획팀),https://www.saramin.co.krundefined,대구 군위군,경력무관 · 계약직,학력무관,신입,~ 01/07(화),"Javascript, Java, HTML, SE(시스템엔지니어), 빅데이터",면접 후 협의,4미아사거리역 도보 4분 이내,1981년 08월 17일                                (업력 44년차),이경일,응용 소프트웨어 개발 및 공급업,-
서울특별시도봉구시설관리공단,2025년 상반기 기간제 직원 공개경쟁 채용공고(헬스),https://www.saramin.co.krundefined,서울 도봉구,경력무관 · 계약직,학력무관,신입,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,2수인분당선릉역 도보 12분 이내,2000년 01월 31일                                (업력 25년차),주영흠,시스템 소프트웨어 개발 및 공급업,매출액 126.2억 영업이익 10억 (2023년 기준) 전체)
서울특별시도봉구시설관리공단,2025년 상반기 기간제 직원 공개경쟁 채용공고(운영),https://www.saramin.co.krundefined,서울 도봉구,경력무관 · 계약직,학력무관,신입,~ 01/09(목),"Javascript, Java, 앱개발, 유지보수, SE(시스템엔지니어)",면접 후 협의,3신분당양재역 도보 12분 이내,2003년 07월 01일                                (업력 22년차),김기배,응용 소프트웨어 개발 및 공급업,매출액 106억 영업이익 13.7억 (2023년 기준) 전체)
서울특별시도봉구시설관리공단,2025년 상반기 정규직 직원 공개경쟁 채용공고(일반),https://www.saramin.co.krundefined,서울 도봉구,경력무관 · 정규직,학력무관,신입,오늘마감,"Javascript, Java, HTML, Spring, SE(시스템엔지니어)",면접 후 협의,2뚝섬역 도보 3분 이내,2000년 07월 11일                                (업력 25년차),권규석,응용 소프트웨어 개발 및 공급업,매출액 740.1억 영업이익 81.9억 (2023년 기준) 전체)
서울특별시도봉구시설관리공단,2025년 상반기 정규직 직원 공개경쟁 채용공고(무대),https://www.saramin.co.krundefined,서울 도봉구,경력무관 · 정규직,학력무관,신입,~ 12/27(금),"Javascript, Java, 데이터엔지니어, 보안컨설팅, 유지보수",면접 후 협의,7학동역 도보 7분 이내,2012년 05월 09일                                (업력 13년차),서종혁,응용 소프트웨어 개발 및 공급업,매출액 287.3억 영업이익 41.9억 (2023년 기준) 전체)
서울특별시도봉구시설관리공단,2025년 상반기 정규직 직원 공개경쟁 채용공고(수영),https://www.saramin.co.krundefined,서울 도봉구,경력무관 · 정규직,학력무관,신입,~ 12/27(금),"Javascript, Java, 백엔드/서버개발, 유지보수, 정보보안",면접 후 협의,3신분당양재역 도보 7분 이내,2014년 08월 21일                                (업력 11년차),조종암/고평석,시스템 소프트웨어 개발 및 공급업,-
한국체육대학교,대학회계직원(조리) 채용,https://www.saramin.co.krundefined,서울 송파구,경력무관 · 계약직,학력무관,신입,~ 12/24(화),"Javascript, Java, 백엔드/서버개발, 기술지원, 정보보안",면접 후 협의,2뚝섬역 도보 3분 이내,2019년 01월 03일                                (업력 6년차),권성택,응용 소프트웨어 개발 및 공급업,매출액 596억 영업이익 97.4억 (2023년 기준) 전체)
재단법인 군위문화관광재단,2025년도 기간제근로자 채용 재공고(운영요원),https://www.saramin.co.krundefined,대구 군위군,경력무관 · 계약직,학력무관,신입,~ 12/29(일),"Javascript, Java, 데이터엔지니어, 앱개발, DBA",면접 후 협의,2감전역 도보 12분 이내,2018년 04월 30일                                (업력 7년차),김민준/김영광,시스템 소프트웨어 개발 및 공급업,매출액 515.4억 영업이익: 183.4억 (2023년 기준) 전체)
(주)텔레칩스,[판교 사옥] 정부과제 담당자,https://www.saramin.co.krundefined,경기 성남시 수정구,경력무관 · 정규직,학력무관,신입,~ 01/11(토),"Java, 웹개발, React, CSS, 백엔드/서버개발",면접 후 협의,17가산디지털단지역 도보 4분 이내,2000년 05월 16일                                (업력 25년차),강용성,시스템 소프트웨어 개발 및 공급업,매출액 352억 영업이익: 34.5억 (2023년 기준) 전체)
금융위원회,금융정보분석원 영문에디터(기간제근로자) 채용,https://www.saramin.co.krundefined,서울 종로구,경력무관 · 계약직,대학교(4년)↑,신입,~ 02/28(금),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,2경대병원역 도보 7분 이내,2010년 07월 22일                                (업력 15년차),서형수,응용 소프트웨어 개발 및 공급업,-
국립현대미술관,기간제근로자(미술아카이브) 채용 공고,https://www.saramin.co.krundefined,경기 과천시,경력무관 · 계약직,대학교(4년)↑,신입,오늘마감,"Javascript, Java, CSS, HTML, H/W",면접 후 협의,1군포역 도보 12분 이내,2000년 06월 08일                                (업력 25년차),조규곤,응용 소프트웨어 개발 및 공급업,-
국립공원공단,[태안] 2024년 태안해안 한시인력(수익시설) 채용,https://www.saramin.co.krundefined,충남 태안군,경력무관 · 계약직,학력무관,신입,~ 12/22(일),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,수인분당호구포역 도보 15분 이내,2004년 06월 28일                                (업력 21년차),이성호,응용 소프트웨어 개발 및 공급업,매출액 386.6억 영업이익 - 66.3억 (2023년 기준) 전체)
국립공원공단 국립공원연구원,2025년도 국립공원연구원 국립공원지킴이(녹색순찰대) 모집 공고,https://www.saramin.co.krundefined,강원 원주시 외,경력무관 · 계약직,학력무관,신입,오늘마감,"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,4수인분당고잔역 도보 15분 이내,2017년 05월 08일                                (업력 8년차),김창구,응용 소프트웨어 개발 및 공급업,매출액 134.4억 영업이익 - 52.9억 (2023년 기준) 전체)
한국원자력안전기술원,2025년 1차 청년인턴 공개채용(경영지원),https://www.saramin.co.krundefined,대전 유성구,경력무관 · 인턴직,대학교(4년)↑,신입,~ 12/22(일),"Javascript, Java, 웹개발, CSS, 백엔드/서버개발",면접 후 협의,신분당광교역 도보 7분 이내,1999년 07월 08일                                (업력 26년차),강원주,응용 소프트웨어 개발 및 공급업,-
현대힘스(주),현대힘스) 2024년 자금/출납 계약직  직원 채용 안내(울산),https://www.saramin.co.krundefined,울산 북구,신입 · 계약직,"대학(2,3년)↑",신입,내일마감,"Javascript, 프론트엔드, Java, 웹개발, CSS","3,500 만원",2역삼역 도보 3분 이내,1995년 03월 18일                                (업력 30년차),강석균,시스템 소프트웨어 개발 및 공급업,-
국립공원공단,내장산국립공원백암사무소 기간제(수익시설) 직원 채용,https://www.saramin.co.krundefined,전남 장성군,경력무관 · 계약직,학력무관,신입,~ 12/22(일),"Javascript, Java, React, 데이터분석가, 데이터엔지니어",면접 후 협의,19노량진역 도보 7분 이내,2010년 01월 13일                                (업력 15년차),정한섭,응용 소프트웨어 개발 및 공급업,-
한국원자력안전기술원,2025년 1차 청년인턴 공개채용(규제지원),https://www.saramin.co.krundefined,대전 유성구,경력무관 · 인턴직,대학교(4년)↑,신입,~ 12/31(화),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,에버라인둔전역 도보 12분 이내,1998년 04월 16일                                (업력 27년차),이순형/이정아,시스템 소프트웨어 개발 및 공급업,-
국립공원공단,2025년 북한산국립공원사무소 국립공원지킴이 모집 공고,https://www.saramin.co.krundefined,서울 성북구,경력무관 · 계약직,학력무관,신입,~ 01/16(목),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,에버라인둔전역 도보 12분 이내,2013년 12월 02일                                (업력 12년차),김형태,기타 게임 소프트웨어 개발 및 공급업,"매출액 1,685.9억 영업이익 1,110.6억 (2023년 기준) 전체)"
(주)영광,(주)영광 모듈생산팀 인원모집,https://www.saramin.co.krundefined,울산 울주군,경력무관 · 정규직,학력무관,신입,~ 01/03(금),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,2수인분당선릉역 도보 12분 이내,2001년 02월 07일                                (업력 24년차),홍우선,응용 소프트웨어 개발 및 공급업,-
메타빌드(주),메타빌드(주) 재경관리실 회계 사무보조 단기 계약직 채용,https://www.saramin.co.krundefined,서울 서초구,신입 · 경력 · 계약직,학력무관,신입,~ 12/22(일),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,4평촌역 도보 15분 이내,1997년 03월 26일                                (업력 28년차),이흥복,응용 소프트웨어 개발 및 공급업,-
아이티사이언스(주),창원사업장 방산 생산직 경력/신입 사원(정규직) 채용 공고,https://www.saramin.co.krundefined,경남 창원시,신입 · 경력 · 정규직,고졸↑,신입,~ 12/29(일),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,2수인분당선릉역 도보 1분 이내,1998년 04월 28일                                (업력 27년차),임병조,응용 소프트웨어 개발 및 공급업,매출액 786.5억 영업이익 - 3.7억 (2023년 기준) 전체)
(주)모팜,[현대기아1차협력사]인사/ 총무팀 인원 채용 (신입/경력),https://www.saramin.co.krundefined,울산 북구,신입 · 경력 · 정규직,대학교(4년)↑,신입,~ 01/15(수),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,9공항마곡나루역 도보 7분 이내,1997년 07월 21일                                (업력 28년차),김태균,시스템 소프트웨어 개발 및 공급업,매출액 335.6억 영업이익 38억 (2023년 기준) 전체)
프레스티지바이오로직스(주),[프레스티지바이오로직스]배양/정제팀 팀원급 담당자 모집,https://www.saramin.co.krundefined,충북 청주시 흥덕구,경력무관 · 정규직 외,대학교(4년)↑,신입,~ 01/05(일),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,3신분당양재역 도보 3분 이내,1998년 03월 11일                                (업력 27년차),조정일,응용 소프트웨어 개발 및 공급업,-
국립공원공단,[월출산] 월출산국립공원 2025년 기간제(수익시설)직원 채용,https://www.saramin.co.krundefined,전남 영암군 외,경력무관 · 계약직,학력무관,신입,~ 12/31(화),"Javascript, Java, Spring, ERP, AWS",면접 후 협의,경강선경기광주역 도보 7분 이내,1996년 08월 02일                                (업력 29년차),김상범/손원동,응용 소프트웨어 개발 및 공급업,매출액 360.4억 영업이익 30.4억 (2023년 기준) 전체)
네이버제트(주),[NAVER Z] 콘텐츠 마케팅 체험형 인턴,https://www.saramin.co.krundefined,경기 성남시 분당구,신입 · 인턴직,학력무관,신입,~ 12/29(일),"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,1성균관대역 도보 7분 이내,2010년 11월 29일                                (업력 15년차),김경채,응용 소프트웨어 개발 및 공급업,매출액 167.4억 영업이익 40.2억 (2023년 기준) 전체)
(주)소만사,판교에서 함께 근무할 오픈스택 클라우드 플랫폼 개발자,https://www.saramin.co.krundefined,서울 영등포구,신입 · 경력 · 정규직,"대학(2,3년)↑",신입,~ 12/31(화),"Javascript, 웹개발, 웹마스터, 퍼블리셔, 영상처리",면접 후 협의,9공항마곡나루역 도보 7분 이내,1996년 04월 22일                                (업력 29년차),서수길/정찬용,시스템 소프트웨어 개발 및 공급업,-
