회사명,제목,공고링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보,가까운역,설립일,대표자명,업종,재무정보
(주)핀샷,[핀테크] 자금세탁방지 및 전기통신사기 대응 담당자,https://www.saramin.co.krundefined,서울 마포구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",인턴,~01.15(수),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,7춘의역 도보 4분 이내,1995년 03월 15일                                (업력 30년차),유인상,컴퓨터시스템 통합 자문 및 구축 서비스업,"매출액 6,765.2억 영업이익 509.5억 (2023년 기준) 전체)"
사단법인 꿈행복친구,(사)꿈행복친구 발달장애인주간활동서비스 제공인력(확장) 모집,https://www.saramin.co.krundefined,대구 중구,신입 · 경력 · 인턴직,학력무관,인턴,~01.15(수),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,3신분당신사역 도보 4분 이내,1990년 02월 20일                                (업력 35년차),오쿠라키쿠오,가전제품 및 부품 도매업,"매출액 3,215.7억 영업이익 23.6억 (2024년 기준) 전체)"
(주)에스지메디언스,[피토버] 디자인 정규직 채용전환형 인턴사원 채용 (유연근무),https://www.saramin.co.krundefined,서울 금천구,경력무관 · 인턴직,"대학(2,3년)↑",인턴,~01.15(수),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,2뚝섬역 도보 7분 이내,1962년 05월 05일                                (업력 63년차),박승우/손영일/곽준상/김덕구,건물 및 토목 엔지니어링 서비스업,-
세무법인해솔,세무법인해솔에서 함께할 직원(회계사무원)을 채용합니다.,https://www.saramin.co.krundefined,부산 금정구,신입 · 인턴직,"대학(2,3년)↑",인턴,~02.14(금),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,2수인분당선릉역 도보 7분 이내,2010년 12월 21일                                (업력 15년차),이효근/허태영,전기식 진단 및 요법 기기 제조업,"매출액 2,916.5억 영업이익 - 1,528.2억 (2023년 기준) 전체)"
(주)한국리서치,마케팅/여론조사 사업부 인턴 연구원 채용,https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,2센텀시티역 도보 12분 이내,1994년 09월 29일                                (업력 31년차),천병희,건물 및 토목 엔지니어링 서비스업,"매출액 1,396.8억 영업이익 138.6억 (2023년 기준) 전체)"
케이비자산운용(주),주식운용본부 인턴사원 채용공고 (~12/22),https://www.saramin.co.krundefined,서울 영등포구,경력무관 · 인턴직,대학교(4년)↑,인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,수인분당신분당정자역 도보 3분 이내,1993년 09월 22일                                (업력 32년차),엄대열,그 외 자동차용 신품 부품 제조업,매출액 2.5조 영업이익 266.6억 (2023년 기준) 전체)
근로복지공단,[창원병원] 2024년도 하반기 청년(체험형)인턴 채용,https://www.saramin.co.krundefined,경남 창원시 성산구,신입 · 인턴직,학력무관,인턴,D-2,"Javascript, Java, Spring, ERP, AWS",면접 후 협의,23교대역 도보 7분 이내,1962년 04월 17일                                (업력 63년차),신완수,건물 및 토목 엔지니어링 서비스업,"매출액 2,314.7억 영업이익 29.6억 (2023년 기준) 전체)"
(주)한국리서치,마케팅/여론조사 사업부 인턴 연구원 채용(여론조사사업본부),https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,7춘의역 도보 4분 이내,1965년 12월 11일                                (업력 60년차),이상학/황주환,건물 및 토목 엔지니어링 서비스업,매출액 996.9억 영업이익 3.1억 (2023년 기준) 전체)
(주)한국리서치,마케팅/여론조사 사업부 인턴 연구원 채용(이노베이션사업본부),https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, 웹개발, 웹마스터, 퍼블리셔, 영상처리",면접 후 협의,8송파역 도보 12분 이내,1990년 10월 19일                                (업력 35년차),이관수,방사선 진단 및 병리 검사 의원,"매출액 2,716.6억 영업이익 - 124.4억 (2023년 기준) 전체)"
크림(주),[네이버] KREAM Global팀 체험형 인턴 모집,https://www.saramin.co.krundefined,경기 성남시 분당구,신입 · 인턴직,학력무관,인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,1신창역 도보 4분 이내,2013년 11월 15일                                (업력 12년차),김태완,그 외 기타 특수목적용 기계 제조업,"매출액 3,359.8억 영업이익 799.2억 (2023년 기준) 전체)"
에이블메디스킨 분당,에이블메디스킨(3/3근무제)분당점 피부관리사 채용(다양한 복지),https://www.saramin.co.krundefined,경기 성남시 분당구 외,경력무관 · 정규직 외,학력무관,인턴,~01.15(수),"Javascript, Java, ASP.NET, MSSQL, 총무","3,000 만원",23교대역 도보 4분 이내,1990년 12월 01일                                (업력 35년차),류양권,그 외 기타 분류 안된 화학제품 제조업,"매출액 1,970.5억 영업이익 118.2억 (2023년 기준) 전체)"
에이블메디스킨 분당,"(주3.5일)분당 에이블메디스킨 정규채용(인센,워라벨,피부과X)",https://www.saramin.co.krundefined,경기 성남시 분당구 외,경력무관 · 정규직 외,학력무관,인턴,~01.15(수),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발","3,000 만원",2삼성역 도보 7분 이내,2002년 01월 15일                                (업력 23년차),유영웅,그 외 기타 특수목적용 기계 제조업,매출액 735.1억 영업이익 77.4억 (2023년 기준) 전체)
(주)한국리서치,마케팅/여론조사 사업부 인턴 연구원 채용(마케팅조사사업본부 ),https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, HTML, 유지보수, 퍼블리셔, SE(시스템엔지니어)",면접 후 협의,17가산디지털단지역 도보 3분 이내,1998년 05월 04일                                (업력 27년차),앤드류마크나이트,건설 및 채광용 기계장비 제조업,"매출액 2.1조 영업이익 1,042.8억 (2023년 기준) 전체)"
네이버클라우드(주),[네이버] NAVER Cloud Applied Scientist (체험형 인턴),https://www.saramin.co.krundefined,경기 성남시 분당구,신입 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,17가산디지털단지역 도보 3분 이내,1998년 12월 18일                                (업력 27년차),권상철,콜센터 및 텔레마케팅 서비스업,"매출액 4,267.9억 영업이익 125.7억 (2023년 기준) 전체)"
네이버클라우드(주),[네이버] NAVER Cloud Multimodal LLM 모델 개발(체험형 인턴),https://www.saramin.co.krundefined,경기 성남시 분당구,신입 · 인턴직,대학교(4년)↑,인턴,~12.30(월),"Javascript, Java, 앱개발, 네트워크, 임베디드",면접 후 협의,김포골드구래역 도보 7분 이내,1999년 12월 18일                                (업력 26년차),이주호,화장품 제조업,"매출액 1,944.4억 영업이익 301.6억 (2023년 기준) 전체)"
(주)아너스팜,경영지원팀 회계·재무·세무·IR 신입&amp;경력 채용 공고,https://www.saramin.co.krundefined,대구 서구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",인턴,채용시,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,1신흥역 도보 7분 이내,1976년 05월 03일                                (업력 49년차),김형규/변상필,사업시설 유지ㆍ관리 서비스업,"매출액 8,517.2억 영업이익 157.6억 (2023년 기준) 전체)"
(주)세샤트,전자책 콘텐츠 운영 인턴,https://www.saramin.co.krundefined,서울 마포구,경력무관 · 인턴직,학력무관,인턴,채용시,"Javascript, Java, 웹개발, 앱개발, SE(시스템엔지니어)",면접 후 협의,2서초역 도보 4분 이내,1975년 09월 03일                                (업력 50년차),김용덕/정은성,피복 및 충전 용접봉 제조업,"매출액 7,160.7억 영업이익 357.7억 (2023년 기준) 전체)"
주식회사 줄갭,[콘텐츠 마케터] 이 공고가 여러분의 가슴을 뛰게 합니까,https://www.saramin.co.krundefined,서울 서초구,경력무관 · 인턴직,학력무관,인턴,~01.14(화),"Javascript, 프론트엔드, Java, 웹개발, React","3,000 만원",2뚝섬역 도보 1분 이내,1974년 01월 18일                                (업력 51년차),손재익/최우영,사업시설 유지ㆍ관리 서비스업,"매출액 5,473.3억 영업이익 56.9억 (2023년 기준) 전체)"
(주)센솔테크놀로지,사무행정(디자인) 인재 모집,https://www.saramin.co.krundefined,대전 대덕구,경력무관 · 정규직 외,학력무관,인턴,~01.14(화),"Javascript, Java, 웹개발, React, CSS",면접 후 협의,2방배역 도보 3분 이내,1963년 03월 09일                                (업력 62년차),김치헌,건물 및 토목 엔지니어링 서비스업,-
퀘스(Ques),2025 퀘스 경영지원 매니저를 모집합니다,https://www.saramin.co.krundefined,대구 수성구,경력무관 · 정규직 외,대학교(4년)↑,인턴,~12.29(일),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,인천1동춘역 도보 7분 이내,1988년 07월 01일                                (업력 37년차),-,생활용수 공급업,"매출액 4.5조, 영업이익  2,887.4억 (2023년 기준)"
(주)센솔테크놀로지,전기/전자(센서) 기술직 인재 모집,https://www.saramin.co.krundefined,대전 대덕구,경력무관 · 정규직 외,학력무관,인턴,~01.13(월),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,17가산디지털단지역 도보 4분 이내,1986년 01월 09일                                (업력 39년차),김윤덕,포털 및 기타 인터넷 정보매개 서비스업,-
(주)훌리악,UNITY 기반의 미디어 어플리케이션 개발자를 모십니다.,https://www.saramin.co.krundefined,경기 부천시 원미구,신입 · 정규직 외,학력무관,인턴,~01.13(월),"Javascript, Java, 데이터엔지니어, 앱개발, DBA",면접 후 협의,4신용산역 도보 1분 이내,2003년 01월 09일                                (업력 22년차),권주오,컴퓨터시스템 통합 자문 및 구축 서비스업,"매출액 2,312.7억 영업이익 63억 (2023년 기준) 전체)"
주식회사케이위드유,외국인 비자 사무 보조 및 마케팅 모집 (중국),https://www.saramin.co.krundefined,대전 중구,경력무관 · 정규직 외,대학교(4년)↑,인턴,상시채용,"Java, 웹개발, React, CSS, 백엔드/서버개발",면접 후 협의,신분당광교중앙역 도보 12분 이내,2017년 08월 04일                                (업력 8년차),라경실/안관선,그 외 자동차용 신품 부품 제조업,"매출액 9,475.4억 영업이익 491.5억 (2023년 기준) 전체)"
(주)한독모터스,BMW 한독모터스 서비스센터 직원 채용,https://www.saramin.co.krundefined,서울 서초구 외,경력무관 · 정규직 외,학력무관,인턴,~01.05(일),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,신분당상현역 도보 1분 이내,2000년 06월 07일                                (업력 25년차),김찬호,서양식 음식점업,-
(주)동심,"경영지원 채용연계형(인턴,계약직) 총무,사무 직원채용 공고",https://www.saramin.co.krundefined,서울 서초구,경력무관 · 계약직 외,"대학(2,3년)↑",인턴,~01.12(일),"Javascript, Java, CSS, HTML, H/W",면접 후 협의,4인덕원역 도보 12분 이내,1997년 05월 22일                                (업력 28년차),주현,"물질 검사, 측정 및 분석기구 제조업","매출액 1,003.4억 영업이익 227.4억 (2023년 기준) 전체)"
(주)엠서클,[엠서클] 경영관리실 재경팀 회계담당자,https://www.saramin.co.krundefined,서울 강남구,경력무관 · 정규직 외,학력무관,인턴,~12.30(월),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,15신길역 도보 4분 이내,2012년 04월 03일                                (업력 13년차),최주선,유기발광 표시장치 제조업,매출액 27조 영업이익 3.7조 (2023년 기준) 전체)
(주)에스티네오,2025상반기 포토그라퍼&amp;리터쳐&amp;포토샵 외 경력무관 채용,https://www.saramin.co.krundefined,서울 강남구,경력무관 · 정규직 외,고졸↑,인턴,~01.12(일),"Javascript, 프론트엔드, Java, 웹개발, React","2,800 만원",인천1국제업무지구역 도보 4분 이내,2002년 09월 06일                                (업력 23년차),김도원/김윤건,물질성분 검사 및 분석업,-
(주)여보야,[요즘 대세 라이브] 달라(DALLA) 시각/광고 디자이너 채용,https://www.saramin.co.krundefined,광주 서구,경력무관 · 정규직 외,학력무관,인턴,~02.11(화),"Javascript, Java, 웹개발, CSS, 백엔드/서버개발",면접 후 협의,수인분당고색역 도보 15분 이내,1986년 11월 27일                                (업력 39년차),최방섭,사무용 기계 및 장비 제조업,"매출액 6,581.1억 영업이익 48.2억 (2023년 기준) 전체)"
(주)한유,인천국제공항 급유시설 신입직 채용(인턴),https://www.saramin.co.krundefined,인천 중구,신입 · 인턴직,고졸↑,인턴,~12.26(목),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,4인덕원역 도보 12분 이내,2006년 02월 14일                                (업력 19년차),원제형,반도체 제조용 기계 제조업,매출액 1.1조 영업이익 711.3억 (2024년 기준) 전체)
(주) bicena,인턴 채용[미슐랭스타 한식] 시그니엘 81층.홀서빙 업무,https://www.saramin.co.krundefined,서울 송파구 외,경력무관 · 인턴직,학력무관,인턴,D-3,"Javascript, Java, React, 데이터분석가, 데이터엔지니어",면접 후 협의,수인분당에버라인기흥역 도보 12분 이내,2000년 05월 04일                                (업력 25년차),차근식/남학현,전기식 진단 및 요법 기기 제조업,-
(주)안랩,[인턴] 2025 상반기 현장실습인턴 추가 모집 (인공지능),https://www.saramin.co.krundefined,경기 성남시 분당구,경력무관 · 인턴직,학력무관,인턴,D-4,"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,7남구로역 도보 12분 이내,2006년 10월 31일                                (업력 19년차),손윤철,사업시설 유지ㆍ관리 서비스업,매출액 168.1억 영업이익 26.2억 (2023년 기준) 전체)
(주)플리토,[플리토] 글로벌 마케팅 인턴 채용,https://www.saramin.co.krundefined,서울 강남구,신입 · 인턴직,대학교(4년)↑,인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,2강변역 도보 3분 이내,1999년 10월 07일                                (업력 26년차),양재영,반도체 제조용 기계 제조업,-
(주)크레이버코퍼레이션,[ Craver ] 뷰티 브랜드 SKIN1004 상품운영/지원 인턴 채용,https://www.saramin.co.krundefined,서울 강남구 외,경력무관 · 인턴직,학력무관,인턴,채용시,"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,2센텀시티역 도보 12분 이내,1989년 11월 28일                                (업력 36년차),정영균/이목운/허철호,건축설계 및 관련 서비스업,-
(주)바이오톡스텍,(주)바이오톡스텍 재경실 결산 담당자  채용,https://www.saramin.co.krundefined,충북 청주시 청원구,경력 5년↑ · 정규직 외,대학교(4년)↑,인턴,~01.12(일),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,5여의나루역 도보 7분 이내,2000년 04월 07일                                (업력 25년차),이기원,기타 주변기기 제조업,"매출액 1,261억 영업이익 - 331.1억 (2023년 기준) 전체)"
(주)아이샵케어,"[아이샵케어] 리크루팅 인턴 (6개월, 정규직 전환형)",https://www.saramin.co.krundefined,서울 강남구 외,신입 · 경력 · 인턴직,학력무관,인턴,~12.31(화),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,1인천2주안역 도보 4분 이내,2005년 12월 02일                                (업력 20년차),정혜은/정광영/정구용,반도체 제조용 기계 제조업,-
(주)제일엔지니어링종합건축사사무소,2025년 상반기 KOICA ODA 영프로페셔널(YP)모집,https://www.saramin.co.krundefined,서울 서초구,경력무관 · 인턴직,학력무관,인턴,~12.27(금),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",210 만원,2신분당강남역 도보 7분 이내,2012년 06월 25일                                (업력 13년차),박준모/조만호,통신 판매업,"매출액 8,829.6억 영업이익 370.9억 (2023년 기준) 전체)"
홀푸드코리아(주),온라인영업팀 대학생 인턴 채용,https://www.saramin.co.krundefined,서울 강서구,신입 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, 프론트엔드, Java, 웹개발, HTML","13,000 원",2신분당강남역 도보 12분 이내,2012년 09월 03일                                (업력 13년차),김경환,기타 인쇄업,매출액 404.2억 영업이익 20.3억 (2023년 기준) 전체)
(주)데이원컴퍼니,[패스트캠퍼스] [전환형인턴] 콘텐츠 상품 기획자,https://www.saramin.co.krundefined,서울 강남구,신입 · 인턴직,학력무관,인턴,~01.12(일),"Javascript, Java, Spring, ERP, AWS","3,100 만원",89석촌역 도보 4분 이내,2013년 04월 23일                                (업력 12년차),이승건,그 외 기타 금융 지원 서비스업,"매출액 3,361.7억 영업이익 - 1,085.5억 (2023년 기준) 전체)"
(주)와그,[WAUG]와그 B2B팀 인턴 채용,https://www.saramin.co.krundefined,서울 종로구,신입 · 인턴직,학력무관,인턴,~12.31(화),"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,9수인분당선정릉역 도보 1분 이내,1997년 01월 08일                                (업력 28년차),김해성,치과용 기기 제조업,-
(주)태종에프디,[태종에프디] 냉동간편식 국/탕류 생산관리자 인턴/신입 모집,https://www.saramin.co.krundefined,경기 용인시 처인구,경력무관 · 정규직 외,"대학(2,3년)↑",인턴,~01.12(일),"Javascript, 웹개발, 웹마스터, 퍼블리셔, 영상처리",면접 후 협의,3팔거역 도보 12분 이내,1978년 05월 31일                                (업력 47년차),서중호,자동차 차체용 신품 부품 제조업,-
(주)엔이에스,엔이에스 사업부 인재 채용(주5일 근무),https://www.saramin.co.krundefined,충북 청주시 청원구,1 ~ 15년 · 정규직 외,학력무관,인턴,~01.12(일),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,2신분당강남역 도보 12분 이내,2014년 01월 06일                                (업력 11년차),이재원,전자상거래 소매업,"매출액 1,358.4억 영업이익 - 148.7억 (2023년 기준) 전체)"
(주)에스와이에스리테일,[전자랜드] 울산지역 모바일 인턴사원 채용,https://www.saramin.co.krundefined,울산 북구,신입 · 경력 · 인턴직,학력무관,인턴,채용시,"Javascript, Java, ASP.NET, MSSQL, 총무",면접 후 협의,5발산역 도보 12분 이내,2015년 02월 03일                                (업력 10년차),안성현,그 외 기타 의료용 기기 제조업,-
(주)그립컴퍼니,[그립컴퍼니] 라이브 방송 제작 지원 AD(인턴/6개월),https://www.saramin.co.krundefined,경기 성남시 분당구,경력무관 · 인턴직,학력무관,인턴,채용시,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",210 만원,28잠실역 도보 4분 이내,1991년 02월 27일                                (업력 34년차),기우성/김형기/서진석,의약용 화합물 및 항생물질 제조업,-
(주)에치와이,2025년 상반기 (주)hy 채용연계형 인턴 모집,https://www.saramin.co.krundefined,서울 서초구 외,신입 · 경력 · 인턴직,대학교(4년)↑,인턴,~12.26(목),"Javascript, HTML, 유지보수, 퍼블리셔, SE(시스템엔지니어)",면접 후 협의,9봉은사역 도보 4분 이내,1993년 12월 30일                                (업력 32년차),성규동/박종구,반도체 제조용 기계 제조업,-
(주)론픽,[론픽] 물류 관리 담당자,https://www.saramin.co.krundefined,부산 사하구,경력 5년↑ · 인턴직,학력무관,인턴,~01.12(일),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,3대화역 도보 15분 이내,1998년 09월 24일                                (업력 27년차),박천웅,상용 인력 공급 및 인사관리 서비스업,-
(주)골드넥스,[2024년 하반기] 디지털마케팅 신입/경력 AE 모집,https://www.saramin.co.krundefined,서울 강남구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",인턴,~01.12(일),"Javascript, Java, 앱개발, 네트워크, 임베디드",면접 후 협의,2뚝섬역 도보 3분 이내,1999년 09월 18일                                (업력 26년차),김후식,그 외 기타 의료용 기기 제조업,-
주식회사 이롭,사회적기업 스타트업 사업계획서 작성 마케팅운영전반관리,https://www.saramin.co.krundefined,부산 수영구,경력(년수무관) · 정규직 외,학력무관,인턴,~12.27(금),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,3신분당양재역 도보 7분 이내,2010년 04월 23일                                (업력 15년차),배성관,반도체 제조용 기계 제조업,매출액 613억 영업이익 31.8억 (2023년 기준) 전체)
한영회계법인,위험관리부문 컴플라이언스 독립성 담당 정규전환형 인턴,https://www.saramin.co.krundefined,서울 영등포구,신입 · 인턴직,대학교(4년)↑,인턴,내일마감,"Javascript, Java, 웹개발, 앱개발, SE(시스템엔지니어)",면접 후 협의,3신분당신사역 도보 4분 이내,1990년 01월 19일                                (업력 35년차),박용진,그 외 기타 전자부품 제조업,"매출액 1,630.3억 영업이익 13억 (2023년 기준) 전체)"
(주)그린조이,(주)그린조이 관리부 정규직 채용 (경력무관),https://www.saramin.co.krundefined,부산 기장군,신입 · 정규직 외,대학교(4년)↑,인턴,채용시,"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,1시청역 도보 12분 이내,2001년 04월 12일                                (업력 24년차),박병욱,그 외 기타 의료용 기기 제조업,-
(주)커스텀그라운드,웹디자이너 경력사원 공개채용,https://www.saramin.co.krundefined,서울 서초구 외,1 ~ 13년 · 정규직 외,학력무관,인턴,~01.12(일),"Javascript, Java, 웹개발, React, CSS",면접 후 협의,2신분당강남역 도보 4분 이내,2006년 05월 03일                                (업력 19년차),이병헌,데이터베이스 및 온라인정보 제공업,매출액 335.4억 영업이익 89.7억 (2023년 기준) 전체)
(주)카카오엔터테인먼트,[카카오엔터테인먼트] 멜론티켓 정산 담당 어시스턴트,https://www.saramin.co.krundefined,경기 성남시 분당구,경력무관 · 인턴직,학력무관,인턴,D-2,"Javascript, 프론트엔드, Java, 웹개발, React","2,600 만원",9구반포역 도보 7분 이내,2005년 03월 24일                                (업력 20년차),김시출,상용 인력 공급 및 인사관리 서비스업,매출액 385.6억 영업이익 5.4억 (2023년 기준) 전체)
(주)엠에스,(주)엠에스  총무업무 및 사무보조 담당자 채용,https://www.saramin.co.krundefined,경기 포천시,경력무관 · 계약직 외,학력무관,인턴,~01.12(일),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,부산김해경전철김해대학역 도보 3분 이내,1991년 01월 25일                                (업력 34년차),강병윤/박미례,건물 및 토목 엔지니어링 서비스업,"매출액 1,388.1억 영업이익 54.4억 (2023년 기준) 전체)"
스탠다드서플라이,[피노크 아난티점] 갤러리 큐레이터 / 인턴 채용,https://www.saramin.co.krundefined,부산 기장군,경력무관 · 정규직 외,학력무관,인턴,채용시,"Javascript, Java, 데이터엔지니어, 앱개발, DBA",면접 후 협의,신분당상현역 도보 7분 이내,2000년 09월 14일                                (업력 25년차),박승운,광고 대행업,매출액 267.8억 영업이익 70.9억 (2023년 기준) 전체)
새빛회계법인,"BS, MarCom Intern",https://www.saramin.co.krundefined,서울 용산구,경력무관 · 인턴직,대학교(4년)↑,인턴,D-2,"Java, 웹개발, React, CSS, 백엔드/서버개발",면접 후 협의,신분당상현역 도보 1분 이내,1998년 12월 18일                                (업력 27년차),김영민,그 외 기타 특수목적용 기계 제조업,-
(주)아주뉴스코퍼레이션,㈜아주뉴스코퍼레이션 인턴 채용 모집,https://www.saramin.co.krundefined,서울 종로구,신입 · 인턴직 외,대학교(4년)↑,인턴,내일마감,"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,4인덕원역 도보 15분 이내,2000년 07월 26일                                (업력 25년차),조영철,유선 통신장비 제조업,-
(주)불스원,불스원 전자상거래 담당 신입(인턴)사원 모집 - 채용연계형,https://www.saramin.co.krundefined,서울 강남구 외,신입 · 경력 · 인턴직,"대학(2,3년)↑",인턴,~12.29(일),"Javascript, Java, CSS, HTML, H/W",면접 후 협의,2용산역 도보 7분 이내,2004년 06월 22일                                (업력 21년차),최영섭,광고 대행업,-
케이씨(주),[케이씨] 필름사업부 연구원 모집 (정규직전환형 인턴),https://www.saramin.co.krundefined,전남 목포시,신입 · 인턴직,대학교(4년)↑,인턴,D-5,"Javascript, 프론트엔드, Java, 웹개발, HTML","4,000 만원",29종합운동장역 도보 15분 이내,2000년 05월 15일                                (업력 25년차),이영준,생물학적 제제 제조업,매출액 112.4억 영업이익 6억 (2023년 기준) 전체)
(재)한국문화협회,(재)한국문화협회 남한강공원묘원 신입/경력 사원모집(사무직),https://www.saramin.co.krundefined,경기 여주시,경력무관 · 인턴직,고졸↑,인턴,~01.09(목),"Javascript, 프론트엔드, Java, 웹개발, React",240 만원,1진천역 도보 7분 이내,2001년 09월 26일                                (업력 24년차),이형환,그 외 자동차용 신품 부품 제조업,-
(주)레브잇,Contents Design Intern,https://www.saramin.co.krundefined,서울 관악구,경력무관 · 인턴직,학력무관,인턴,~12.31(화),"Javascript, Java, 웹개발, CSS, 백엔드/서버개발",면접 후 협의,7신중동역 도보 7분 이내,2008년 11월 27일                                (업력 17년차),권석형,건강기능식품 제조업,-
네이버제트(주),[네이버] NAVER Z 제페토 CX 크리에이터 운영 체험형 인턴,https://www.saramin.co.krundefined,경기 성남시 분당구,신입 · 인턴직,학력무관,인턴,D-7,"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,4인덕원역 도보 15분 이내,1991년 07월 16일                                (업력 34년차),김상만,일반 병원,"매출액 3,586.7억 영업이익 - 44.1억 (2023년 기준) 전체)"
에스케이플라즈마(주),[SK] SK플라즈마 해외사업개발 신입(전환형 인턴) 모집,https://www.saramin.co.krundefined,경기 성남시 분당구,신입 · 정규직 외,대학교(4년)↑,인턴,D-5,"Javascript, Java, React, 데이터분석가, 데이터엔지니어",면접 후 협의,우이신설삼양역 도보 7분 이내,1999년 03월 25일                                (업력 26년차),김병수,그 외 기타 특수목적용 기계 제조업,-
(주)원영아이앤씨,평택 삼성전자 사내  네트워크 설치 공사 및 공사 인원 모집,https://www.saramin.co.krundefined,경기 평택시 외,신입 · 경력 · 정규직 외,고졸↑,인턴,~02.11(화),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,9봉은사역 도보 7분 이내,2000년 04월 06일                                (업력 25년차),황정일/남경필,기타 의복 소매업,-
(주)리콘랩스,서비스 오퍼레이터(Service Operator) 모집,https://www.saramin.co.krundefined,서울 강남구,신입 · 인턴직,학력무관,인턴,채용시,"Javascript, 프론트엔드, Java, 웹개발, CSS",220 만원,9봉은사역 도보 7분 이내,2000년 03월 22일                                (업력 25년차),김종현,방사선 장치 제조업,매출액 503.7억 영업이익 6억 (2023년 기준) 전체)
(주)포컴퍼니,[포컴퍼니] 인사팀 채용 기획/운영 담당자 (경력/인턴),https://www.saramin.co.krundefined,서울 강남구,경력무관 · 정규직 외,학력무관,인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,5발산역 도보 12분 이내,1977년 09월 20일                                (업력 48년차),윤창현,자료 처리업,"매출액 3,919.8억 영업이익 221.9억 (2023년 기준) 전체)"
(주)더프라임그룹,무인 이송모빌리티 소프트웨어 엔지니어 정규 인원 모집,https://www.saramin.co.krundefined,경북 경산시,경력무관 · 정규직 외,학력무관,인턴,~01.11(토),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,28잠실역 도보 4분 이내,2000년 10월 09일                                (업력 25년차),최종원,그 외 기타 정보 서비스업,-
(주)창신아이엔씨,[창신] 2024년 12월 채용형인턴 수시채용 (TD),https://www.saramin.co.krundefined,부산 사하구,신입 · 인턴직,대학교(4년)↑,인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,인천1신연수역 도보 12분 이내,1999년 06월 14일                                (업력 26년차),신인수,콜센터 및 텔레마케팅 서비스업,-
(재)도서문화재단씨앗,[제3의 시간 도서관] 리셉션/총무 인턴,https://www.saramin.co.krundefined,서울 종로구,경력무관 · 인턴직,학력무관,인턴,~12.31(화),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,2역삼역 도보 12분 이내,2009년 11월 20일                                (업력 16년차),김명진,배전반 및 전기 자동제어반 제조업,매출액 460.1억 영업이익 29.6억 (2023년 기준) 전체)
